text;label
производить укладку и упаковку готовой продукции;0
послепечатная обработка этикетки ;0
раскрой гибкихрулонных материалов;0
знания ос linux freebsd windows server;0
навыки написания bash и powershell скриптов;0
будут плюсом знания и навыки администрирования серверов и понимание работы виртуальной инфраструктуры;0
знание с;0
опыт работы в рознице;0
пополнение складских остатков;0
организовывать работу персонала;0
общение с гостями;1
прим обработка и проведение заказанных мероприятийпитания групп;0
составление графика работы официантов ;0
соблюдение чистоты в зале ресторана;0
заполнение графиков и журналов;1
заполнение и ведение кассовой отчетности ;1
обучение официантов;0
планирование и контроль выполнения работ;0
ведение учета о поступлении и перемещении материально технических ресурсов;1
ежедневное определение потребностей строительных объектов в материально технических ресурсах и передача информации руководству;0
оформление первичной учетной и отчетной документации;1
проведение инструктажей для работников;0
обеспечение работников специальной одеждой и средствами индивидуальной защиты;0
работа с входящим потоком клиентов;0
проведение консультаций на личных встречах и дистанционно;0
составление договоров деловая переписка;1
составление и ведение отчетности;1
работа с входящим потоком клиентов обработка входящих звонков ;1
подробная консультация по услугам компании;1
сопровождение клиента с момента обращения до сделки ;0
подготовка коммерческих предложений;0
доставить груз до склада рц компании в г екатеринбурге и обратно;0
контролировать оформление и сдачу в установленные сроки товарносопроводительных документов путевых листов;0
осуществлять организацию и проведение мероприятий по контролю качества товаров поступающих на склады на соответствие показателей качества требованиям установленным стандартами техническими условиями требованиям нормативной документации а также требованиям определенным в договоре поставки товарноматериальных ценностей подлежащих входному контролю;0
проводить предварительный визуальный осмотр поступивших на склады товарноматериальных ценностей на площадке складирования на предмет наличия видимых дефектов деформаций тмц нарушения целостности тары пломб наличие упаковочного листа ярлыков этикеток возможность визуальной идентификации поступивших тмц;0
участвовать в работе комиссий по входному контролю тмц предназначенных для объектов капитального строительства реконструкции технического перевооружения модернизации текущих ремонтов и содержания объектов компании;0
осуществлять подготовку документов по результатам работы комиссий по входному контролю тмц поступающих на склады компании;0
принимать участие в подготовке документов для предъявления претензий поставщикам и претензионной работе в рамках полномочий в соответствии с настоящей должностной инструкцией;0
координация работы бригады замерщиков объмов твердых коммунальных отходов контроль движения по маршруту;0
отслеживание правильности и чистоты замеров данных передаваемых рабочими в режиме online;0
проверка качества фотофиксации данных в режиме online;1
проверка правильности заполнения ведомостей данных;1
внесение данных в таблицу в формате excel передача отчетных материалов;1
оформление первичной документации по отгрузке товара;1
бухгалтерская отчетность;1
консультирование покупателей;1
выполнение плана продаж;0
прием и выкладка товара ;0
анализ финансовохозяйственной деятельности коммерческих организаций с участием тюменской области;1
рассмотрение для утверждения на плановый период программ деятельности государственных унитарных предприятий тюменской области стратегий развития и ключевых показателей эффективности деятельности хозяйственных обществ акционером которых является тюменская область;0
рассмотрение результатов и анализ финансовохозяйственной деятельности государственных предприятий и хозяйственных обществ;0
участие в ревизионных комиссиях комиссиях хозяйственных обществ;0
организация работы по осуществлению от имени тюменской области прав собственника имущества государственных предприятий ;0
контроль за своевременным поступлением в областной бюджет доходов за использование государственного имущества;0
участие в деятельности ликвидационных комиссий государственных предприятий и хозяйственных обществ;0
участие в разработке и реализации плана мероприятий по содействию развитию конкуренции в тюменской области;0
в период отсутствия специалиста отдела в должностном регламенте которого предусмотрены данные обязанности осуществление действий по организации продажи в электронной форме государственного имущества тюменской области;0
осуществление очного обслуживания физических лиц по вопросам предоставления коммунальных услуг юридических лиц с целью приема регистрации и выдачи документов;0
полное геодезическое сопровождение объектов строительства кирпичных и монолитных жилых домов передача высотных отметок исполнительная съемка и тп подсчет объемов земляных масс фасадные съемки благоустройство;0
обеспечение текущего геодезического контроля при проведении строительных работ ;0
геодезическое наблюдение за деформацией зданий и сооружений с начала строительства;0
обработка данных геодезических измерений подсчет объемов ведение журнала геодезического контроля;0
осуществление необходимых геодезических задач и ведение полевой документации подготовка и сдача исполнительной документации;0
контроль за состоянием геодезических приборов средств линейных измерений правильностью их хранения и эксплуатации;0
участие в сдаче заказчику законченных объектов строительства;0
осуществление геодезического строительного контроля за выполнением строительномонтажных работ и приемки законченных объектов от подрядных строительных организаций;0
участие в работе комиссий по приемке строительных объектов и сдаче их в эксплуатацию;0
организация работы отделов компании ;0
обеспечение выполнения планов реализации проектов;0
обеспечение соблюдения графиков проектирования смр получения рнс и рнв;0
подготовка защита и исполнение бюджетов проектов;0
контроль качества реализуемых проектов;0
взаимодействие с органами власти всех уровней гус ресурсоснабжающими организациями и др;0
разгрузкапогрузка товара;0
работа с накладными работа в с;1
поддержание порядка на складе;0
участие в инвентаризациях;0
погрузка планировка работа на благоустройстве;0
уборка снега уход за техникой;0
принимать заказы от гостей ресторана ;1
рассчитывать гостей;1
обслуживать гостей в зале;0
готовить напитки ;0
содержать зал в порядке и чистоте;0
трудоустройство в соответствии с трудовым законодательством рф;0
организация эффективной работы отдела транспортной логистики;0
проведение тендеров;0
планирование бюджета отдела;0
руководство сотрудниками отдела;0
оперативное управление электроустановками кв;0
ведение требуемого режима работы;0
производство переключений;0
проведение обходовосмотров электрооборудования;0
выполнение заявок ;0
локализация аварий и восстановление режима работы;0
подготовка схем и оборудования к производству ремонтных работ в электроустановках;0
приветствуется опыт работы на позициях рабочий упаковщик фасовщик разнорабочий если его нет научим;0
прием дс от покупателей;0
оформление кассовых отчетов;1
оформление документов на отгрузку самовывоза отгрузку товаров;1
инкассация дс;0
сканирование и архивирование документов;1
заполнение маркетплейсов ведение отчетности списание товара со складов;1
создание карточек оформление витрины магазина ведение магазина;0
проведение испытаний товарной нефти и скважинной продукции ;0
приготовление растворов установка титра растворов;0
ведение внутрилабораторной документации лабораторных журналов установленной отчетности и своевременное оформление результатов анализов и испытаний;1
оформление протоколов испытаний;1
высшее образование по направлению quotпсихологияquot quotпедагогика и психологияquot;0
управление машиной подача машины под погрузку и разгрузку;0
сопровождение грузов к месту назначения получение и сдача оформленных документов;0
экспедирование груза;0
поддержание авто в рабочем состоянии выполнение мелкого ремонта;0
ручная дуговая сварка труб диаметром мм мм на нефтегазовых объектах в районах крайнего севера;0
повар непосредственно осуществляет приготовление блюд в том числе мойку и бланшировку продуктов смешивание продуктов жарку запекание варку на пару приготовление соусов супов бульонов холодных закусок для шведского стола и салатов;0
планирует меню;0
контролирует работы по уборке дезинфекции санитарной обработке служебных и производственных помещений по стирке и поддержанию в соответствии с действующими санитарными нормами специальной одежды сотрудников;0
прием и отправление груза;0
распределение груза по курьерам;0
составление маршрутов для курьеров;0
работа по оформлению заказов и заявок в программу;1
выполнение складских операций;0
развозка груза до клиентов ;0
забор заявок от клиентов ;0
покупка товара ;0
оценка товара ;1
продажа товара ;0
публикация товара ;1
консультация клиентов ;1
тестирование проверка комплектующих;0
выполнение строительномонтажных работ;0
консультирование заказчиков составление проекта кухни просчет стоимости составление договора полное сопровождение заказа от продажи до установки;0
комплектация товара по накладным;0
размещение товаров в секциях;0
прим и выдача отправлений;0
прием входящих звонков;1
консультация клиентов по продуктам компании;1
работа с претензиями;1
работа с кассой;0
контроль хранения и размещения груза ;0
соблюдение стандартов компании;0
работа со входящим потоком клиентов в офисе застройщика;0
консультирование клиентов;1
выполнение плана по продаже квартир;0
встреча посетителей магазина;0
консультирование о стоимости и наличии товарных позиций;1
помощь в подборе косметических средств исходя из потребностей клиентов;0
ведение кассовых расчетов;1
выполнение спа процедур в хаммаме проведение ручного и аппаратного массажа по лицу и телу консультирование гостей спа и продвижение услуг спа центра;0
осуществление надзора за лицами содержащимися в учреждении;0
под руководством машиниста буровой установки выполняет подготовительные и профилактические мероприятия технических средств и оборудования;0
осуществлять руководство работой по хозяйственному обслуживанию фонда обособленных подразделений в других городах рф;0
обеспечивать сохранность хозяйственного инвентаря его восстановление и пополнение;0
следить за состоянием помещений и принимать меры по своевременному их ремонту а также обеспечивать соблюдение чистоты в помещениях;0
следить за технической оснащенностью рабочих мест исправностью оборудования его заменой при необходимости;0
организовывать проведение ремонта помещений осуществлять контроль за качеством выполняемых работ;0
организовывать оформление необходимых документов для заключения договоров на оказание услуг получение и хранение канцелярских принадлежностей необходимых хозяйственных материалов и санитарногигиенических средств а также оборудования и инвентаря;0
контролировать рациональное расходование материалов и средств выделяемых для хозяйственных целей;0
организовывать хозяйственное обслуживание совещаний конференций семинаров и других мероприятий;0
осуществлять учет и контроль тмц находящихся в подотчете;0
осуществлять контроль за состоянием офисных помещений принадлежащих фонду и переданных в аренду третьим лицам;0
осуществлять контроль за выполнением арендаторами условий договоров аренды нежилых помещений в том числе за своевременной оплатой арендной платы;0
осуществлять организацию получения счетов на оплату коммунальных и эксплуатационных услуг передачу показаний и сведений в управляющие компании ;0
осуществлять контроль за работой и эксплуатацией инженерных систем в помещениях принадлежащих фонду в г тюмени и тюменском районе;0
осуществлять постановки на учет и снятие с учета автомобилей принадлежащих фонду в органах гибдд в порядке предусмотренном законодательством;0
осуществлять контроль за работой водителей в случае необходимости обеспечение оказания технической помощи;0
осуществлять производственный инструктаж водителей контроль соблюдения ими производственной и трудовой дисциплины оформление путевых документов и учет выполнения работ по ремонту автомобилей ;0
прием входящих звонков;1
исходящие звонки с целью подтверждения визитов;0
работа с теплой базой пациентов ;0
консультирование пациентов по предоставляемым услугам клиники запись к специалистам;1
составление плана лечения;1
внесение информации о пациентах в базу данных;1
наработка собственной базы клиентов;0
работа с отзывами пациентов;1
выполнение финансового плана по продажам;0
ведение рабочей документации;1
ведение статистической отчетности;1
осуществлять оперативное руководство погрузочноразгрузочными операциями;0
организовывать обеспечение необходимыми для выполнения погрузочноразгрузочных работ машинами механизмами и рабочими их обслуживающими;0
контролировать ход выполнения погрузочноразгрузочных работ и принимать меры по предупреждению и устранению нарушений;0
принимать участие в разработке плана отгрузки и приема грузов;0
работа в стабильной крупной строительной компании вахтовым методом на объектах;0
поиск новых клиентов;0
развитие клиентской базы;0
технические консультации презентации;0
продвижение нового вида продукции;0
выстраивание долгосрочных и эффективных взаимоотношений с заказчиками;0
контроль всех этапов выполнения сделки;0
контроль технического состояния тс перед выездом на линию и по возвращению с линии;0
проведение технического обслуживания текущего ремонта;0
прием звонков и сообщений от клиентов;1
ведение клиентской базы в программе yclients ;0
консультация и запись клиентов на процедуры;1
контроль наличия расходных материалов;1
поддержание уютной атмосферы в студии встреча клиентов;0
проведение презентаций услуг салона;0
расчет клиентов работа с кассой;0
поддержание чистоты в зоне ресепшена ;0
постинг сторис в инстаграм в соответствии с контентпланом наличие вкуса и стиля;0
выполнение поручений руководителя;0
создание приятной атмосферы;0
бронирование столов;0
встреча гостей;0
консультация по меню;0
погрузоразгрузочные работы;0
строповка складирование материалов поступающих на объект;0
выполнение указаний производителя работ;0
выполнение различного рода вспомогательных и подсобных работ в качестве разнорабочего;0
сортировка посылок при помощи сканера ;0
координирование и дальнейшее направление посылок по складу;0
консультирование и помощь в выборе по ассортименту магазина;1
оформление продаж ;0
прим и выкладка товара оформление стеллажей и витрин;0
ведение отчетности;1
выполнение должностных обязанностей продавца;0
соблюдение чистоты и порядка складских помещений и торгового зала;0
управление автомобилем категории b с;0
перевозка пассажиров и грузов;0
поиск агентов недвижимости ;0
донесение преимуществ работать с нами ;0
фиксация результатов работы по форме отчета;1
общение с имеющимися клиентами;1
проверка технического состояния и работоспособности оборудования для добычи углеводородного сырья;0
обслуживание оборудования для добычи углеводородного сырья;0
технологическое сопровождение процесса добычи углеводородного сырья;0
подготовка к выводу в ремонт и вводу в эксплуатацию после ремонта оборудования для добычи углеводородного сырья;0
сортировка посылок при помощи сканера ;0
координирование посылок по складу;0
сбор заказов со стеллажей ;0
встреча и расчет клиентов студии;0
организация работы специалистов;0
соблюдение стандартов сервиса;0
контроль наличия и заказ расходных материалов;0
создание фото и видео контента;0
уборка квартиры сезонное мытье окон;0
глажка белья;0
прием входящих звонков и их распределение;1
обработка входящих заявок от заинтересованных клиентов ;1
выявление потребностей клиентов назначение встречи со специалистом;1
ведение переговоров с текущими клиентами консультирование по всем вопросам строительства загородного дома;1
обработка входящих заявок;1
сопровождение клиента на всех этапах ;0
расчет и согласование стоимости дополнительных работ заключение договоров;1
взаимодействие со смежными отделами компании ;0
выполнение квалифицированного массажа;0
соблюдать сан пин;0
ремонт нефтепроводов с помощью муфт;0
работа в торговом зале и по телефону;0
ведение отчетности по продажам;1
оповещение клиентов об акциях и новинках;1
работа с входящими запросами с сайта элпочты vk и instagram;0
учувствовать в организации работ по охране труда в организации;0
осуществлять контроль за своевременностью и полнотой обеспечения работников организации специальной одеждой специальной обувью и другими средствами индивидуальной защиты лечебнопрофилактическим питанием молоком и другими равноценными продуктами питания;0
разрабатывать предложения по повышению эффективности мероприятий по улучшению условий и охраны труда;0
организовывать и участвовать в работе по определению контингента работников подлежащих обязательным предварительным при приеме на работу и периодическим медицинским осмотрам;0
выявлять потребность в обучении работников в области охраны труда исходя из государственных нормативных требований охраны труда а также требований охраны труда установленных правилами и инструкциями по охране труда проводит вводный инструктаж контролирует проведение инструктажей работников по вопросам охраны труда;0
принимает участие в работе комиссии по аттестации рабочих мест по условиям труда;0
контроль за работой отдела по коммуникации организация коллектива помощь в решении проблем подготовка отчетов о деятельности отдела;0
модерация сообществ в социальных сетях общение с подписчиками и участниками сообществ отслеживание вопросов и комментариев подписчиков и участников сообществ;1
оперативное реагирование на острые проблемы решение конфликтных ситуаций;0
сбор информации для ответов на вопросы в сообществах публикация комментариев от имени управляющей компании ;1
сбор вопросов и организация встреч сотрудников ук с жителями;1
работа с сайтом обновление информации размещение документов на сайте актуализация информации модерация и добавление новых разделов работа с подрядной организацией;0
работа с мобильным приложением ведение личного кабинета;0
привлечение собственников в приложение;0
доврачебный прием;0
диагностическое обследование;0
соблюдение санитарноэпидемиологического режима;0
консультация подбор гардероба;1
эстетика и чистота в магазине;0
пополнение товара;0
активные продажи;0
выполнение личного плана и поставленных задач;0
подготовка рабочего места стоматолога перед приемом пациентов;0
подготовка необходимых инструментов;0
ассистирование в и рук на приеме у стоматологов разных специальностей ;0
стерилизация и дезинфекция;0
работа в цсо;0
обработка оборудования;0
хранение медикаментов;0
генеральная уборка кабинета;0
заполнение сопутствующей документации;0
контроль расхода материалов;0
подготовка документов для рассмотрения проектного финансирования;0
участие в переговорах с банками в части привлечения проектного финансирования;0
организация контроля за своевременным исполнением обязательств заемщикамипоручителямизалогодателями в рамках действующих договоров с кредиторами;0
расчет процентов по действующим кредитным договорам и сверка с банками;1
ассистирование врачустоматологу самостоятельное лечение пациентов;0
ведение медицинской документации;1
разработка изделий в соответствии с государственными стандартами;0
создание проектной документации чертежей;0
модернизация ранее разработанных изделий;0
анализ эффективности изделий;1
разработка и внедрение прогрессивных и экономически обоснованных технологических процессов;0
разработка технологических карт технологических процессов с подбором современного технологического оборудования;0
оформление патентов разрешительной документации декларирование в органах государственной власти;0
подбор оборудования для производства;0
участие в строительстве производственных мощностей;0
подбор качественного сырья и ответственных поставщиков;0
контроль качества поступающего сырья;0
проведение занятий с детьми;0
организация строительномонтажных работ ;0
контроль качества выполненных работ;0
руководство бригадами составление отчетности;0
обеспечение подготовки и перекачки нефти в установленном объеме с соблюдением утвержднных технологических параметров;0
получение продукции необходимого качества в соответствии с требованиями нормативно технической документации технологических регламентов;0
обслуживание товарных и резервуарных парков наливных пунктов;0
обеспечение количественного и качественного измерения нефти;0
учет и оперативная отчетность о работе товарного парка;0
подготовка резервуаров к приему откачке нефти;0
отбор проб нефти и нефтепродуктов;0
замеры нефти в резервуарах цистернах емкостях;0
встреча и размещение гостей в зале;0
обеспечение эффективного приветливого и вежливого культурного обслуживания в зале создание комфортных условий;0
оперативное решение интересующих вопросов гостей в рамках своей компетенции;0
контроль бронирования столов своевременная расстановка резервов;0
общение с гостями;1
сварка сборных металлических конструкций спецтехника навесное оборудование сборные строения детали элементов лэп;0
прием регистрация и обработка всех поступающих телефонных звонков на номер вызова экстренных оперативных служб ;1
передача зарегистрированных карточек в соответствии с регламентами и инструкциями в дежурнодиспетчерские службы экстренных оперативных служб для организации экстренного реагирования;1
оказание справочноконсультативной помощи абонентам;1
осуществление исходящих звонков абоненту в случае внезапного прерывания связи;1
помощь воспитателю в учебно воспитательной работе;0
поддержание чистоты и порядка в группе;0
сварочные работы методом ручной дуговой сварки;0
сварка металлоконструкций;0
первичный контроль за качеством сварки;0
расчет зп и налогов;1
подготовка платежных поручений на налоги и зп;0
кадровый учет;1
подготовка и сдача отчетности рсв ефс ндфл отправка персонифицированных сведений;1
работа с требованиями;0
добросовестно исполнять свои трудовые обязанности возложенные на него трудовым договором настоящей должностной инструкцией выполнять установленные нормы труда;0
проводить учебные занятия опираясь на достижения в области методической педагогической и психологической наук возрастной психологии и гигиены а также современных информационных технологий;0
осуществлять свою деятельность на высоком профессиональном уровне обеспечивать в полном объеме реализацию образовательной программы;0
 работа на входящем потоке клиентов прием и обработка заказов клиентов оформление необходимых документов выявлять и формировать потребность сопровождать клиента на всех этапах выстраивание взаимовыгодных и долгосрочных отношений с корпоративными клиентами компании подготовка коммерческих предложений ведение клиентской базы;1
осуществление видеоконтроля за территорией исправительного учреждения;0
осуществлять первичную проверку и анализ документов свидетельствующих о проблемах граждан обратившихся за получением социальных услуг;0
выявление недостающей информации или информации требующей дополнительной проверки;0
консультация граждан;1
формирование и ведение личных дел;0
работа в офисе с входящими заказчиками;0
расчет стоимости заказа и передача его в работу;1
выдача готовой продукции заказчикам;0
полный цикл подбора персонала для укомплектованности центров формирования заказов от получения заявки от заказчика до выхода кандидата на работу;0
поиск кандидатов с использованием различных источников;0
проведение первичного телефонного интервью видеоинтервью;0
оценка кандидатов по компетенциям;1
закрытие вакансий в установленные сроки;0
выполнение монтажных работ по прокладке кабельных трасс монтаж кабельных лотков и кабельканалов монтаж защитных полиэтиленовых труб монтаж шкафов укладка кабеля и расключение патчпанелей в шкафах связи;0
работа в руки ассистирование врачу генуборки заполнение журналов учета встреча пациента подготовка кабинета к приему;0
 формирование защита и выполнение плана электромонтажных работ на участке и комплектации рабочим персоналом техникой и материалами под план обеспечение выполнения плана электромонтажных работ на участке в соответствии с рабочими чертежами проектом производства работ производственным планом и нормативными документами обеспечение сдачи работ представителям технического надзора и строительного контроля заказчика устранение замечаний работа с представителями авторского надзора в части получения согласования технических решений производства работ и согласование выполнения работ с заказчиком организация приемки материалов конструкций изделий их складирование учет и отчетность обеспечение рационального использование на участке строительных машин механизмов транспортных средств экономное расходование материалов обеспечивает условия для освоения и выполнения работниками установленных норм выработки и контроль фот ;0
